"","uid_max","visitor_access_level","total_days","missing","other web sites","search engines","social networks","typed/bookmarked","Purchase.IDs","Referrer.Type","product"
"1834","1263316076215043404_1007065290212436899",0,1,0,0,0,0,0,"D6073878","typed/bookmarked","Print Only"
"1835","1273289449366120403_3021703182124030465",0,1,0,0,0,0,0,"D6308476","search engines","Digital and Print"
"1836","1278484031036009467_7024721482980657899",0,1,0,0,0,0,0,"D6056651","typed/bookmarked","Print Only"
"1837","1284290703671399177_8643029887877154873",0,1,0,0,0,0,0,"D6313398","typed/bookmarked","Print Only"
"1838","1301451880492632568_7116682022800979482",0,2,0,0,0,0,1,"D6174471","typed/bookmarked","Digital Only"
"1839","131042863221923366_9181959796393841279",0,1,0,0,0,0,0,"D6305511","typed/bookmarked","Digital Only"
"1840","131713",0,1,0,0,0,0,0,"D6264830","typed/bookmarked","Print Only"
"1841","133109431816687984_8398163397318041369",0,1,0,0,0,0,0,"D6270240","typed/bookmarked","Print Only"
"1842","133141",1,6,0,0,0,0,6,"D6088933","typed/bookmarked","Digital Only"
"1843","1331802941889544956_7909304453540300476",0,2,0,0,0,0,1,"D6227049","typed/bookmarked","Health Pulse"
"1844","1332865037669332511_2921185423727697713",0,1,0,0,0,0,1,"D6315218","search engines","Digital Only"
"1845","1340111247111423214_8881216767582001350",0,1,0,0,1,0,0,"D5924846","missing","Digital Only"
"1846","1346788854425108762_5853103584280031993",0,2,0,1,0,0,0,"D6103407","missing","Health Pulse"
"1847","1347032400629910103_4938894978718406130",0,2,0,0,0,0,1,"D6073867","typed/bookmarked","Print Only"
"1848","1362187901116343956_4187693806122034351",0,1,0,0,0,0,0,"D6055629","search engines","Digital and Print"
"1849","13644",3,7,0,0,2,3,41,"D5937974","other web sites","Digital Only"
"1850","1367026866168765576_791512885519561082",0,1,0,0,0,0,0,"D6308552","typed/bookmarked","Digital Only"
"1851","137612",0,1,0,0,0,0,0,"D6263015","typed/bookmarked","Health Pulse"
"1852","137737186288907602_2637362354443275674",0,1,0,0,0,0,0,"D6225016","typed/bookmarked","Digital Only"
"1853","1392876144555547053_2070749313784437984",0,1,0,0,0,0,0,"D6271546","search engines","Digital Only"
"1854","139351",1,3,0,0,0,0,2,"D6258601","typed/bookmarked","Digital Only"
"1855","142387",3,13,0,0,1,0,11,"D6333805","typed/bookmarked","Digital and Print"
"1856","1430660979972766174_1532267565765194908",0,1,0,0,0,0,0,"D6270278","other web sites","Print Only"
"1857","143328",3,3,0,0,0,0,2,"D5949388","typed/bookmarked","Digital and Print"
"1858","144778868894970471_6095884429168169827",0,1,0,0,0,0,0,"D6089095","missing","Digital Only"
"1859","1449283542879477678_6218869481292017955",0,1,0,0,0,0,0,"D6214912","typed/bookmarked","Digital Only"
"1860","144929",3,46,0,0,0,0,73,"D6314043","typed/bookmarked","Digital Only"
"1861","146046",3,15,1,0,1,0,20,"D6322087","search engines","Digital Only"
"1862","1465180732392194694_3586083290632682339",0,1,0,0,0,0,0,"D6308470","typed/bookmarked","Print Only"
"1863","1467478445128814198_4525266167156918637",0,1,0,0,1,0,0,"D6313280","missing","Digital and Print"
"1864","1470043913437109609_732343955546054248",0,1,0,0,0,0,0,"D5939751","typed/bookmarked","Digital Only"
"1865","1480329488665092149_2876748779730763529",0,1,0,0,0,0,0,"D6260750","typed/bookmarked","Digital Only"
"1866","148059",3,44,1,0,0,1,53,"D6323523","search engines","Digital Only"
"1867","1482059774790793548_1122846705233376996",0,1,0,0,0,0,0,"D5939303","typed/bookmarked","Print Only"
"1868","1482369181567172416_972078666228332042",0,4,0,3,0,0,0,"D6030837","other web sites","Digital Only"
"1869","1483963172415585480_3674093724508867607",0,1,0,0,0,0,0,"D6165705","search engines","Digital Only"
"1870","148397566148096956_6503860869884857260",0,1,0,0,0,0,0,"D6315130","typed/bookmarked","Print Only"
"1871","1486357838782827405_7452866527687465837",0,4,0,0,0,0,3,"D6273904","typed/bookmarked","Print Only"
"1872","150548",1,5,2,0,0,0,3,"D6260705","typed/bookmarked","Digital Only"
"1873","1524496406202790790_2259668171962060636",0,3,0,0,0,0,3,"D6074490","missing","Print Only"
"1874","1536390856518079203_8814328488437881369",0,1,0,0,0,0,0,"D6258914","missing","Digital Only"
"1875","153802",0,1,0,0,0,0,0,"D6056648","typed/bookmarked","Digital Only"
"1876","1546806383564061596_7938971169967676427",0,1,0,0,0,0,0,"D5940364","typed/bookmarked","Health Pulse"
"1877","1562932545417337703_4161538815436803564",0,1,0,0,0,0,0,"D6214784","search engines","Digital Only"
"1878","156464",1,1,0,0,0,0,1,"D6297192","search engines","Digital and Print"
"1879","1570362748548987415_3365732869091898121",0,1,0,0,0,0,0,"D6161757","typed/bookmarked","Print Only"
"1880","1583335189501085084_8393234183613640766",0,1,0,0,0,0,0,"D6270564","typed/bookmarked","Print Only"
"1881","160402796793069085_4582455353535417548",0,1,0,0,0,0,0,"D6234111","typed/bookmarked","Digital Only"
"1882","1611875021954952125_6467144162087172422",0,2,0,0,0,0,1,"D6270265","typed/bookmarked","Print Only"
"1883","1614246965458370842_6398477996011401632",0,1,0,0,0,0,1,"D6233805","missing","Digital and Print"
"1884","161751",1,2,0,0,0,0,1,"D6234551","typed/bookmarked","Digital Only"
"1885","1623906891107143939_3289083843871740715",0,1,0,0,0,0,1,"D5948192","missing","Digital and Print"
"1886","16250561025540884_3584522480423191236",0,1,0,0,0,0,0,"D6233905","typed/bookmarked","Digital Only"
"1887","164007",1,8,0,1,0,0,7,"D6308170","missing","Digital Only"
"1888","1648410096550710365_5197552972580821320",0,3,2,0,0,0,0,"D6271266","typed/bookmarked","Print Only"
"1889","1648915307142063192_5979223251184908137",0,3,0,0,1,0,1,"D6274560","typed/bookmarked","Print Only"
"1890","1657465591696904551_826991105383829821",0,2,0,0,0,0,1,"D6064654","missing","Digital Only"
"1891","166043",0,1,0,0,0,0,0,"D5925331","typed/bookmarked","Digital and Print"
"1892","166383",1,2,0,0,0,0,2,"D6249548","typed/bookmarked","Digital Only"
"1893","166479",0,1,0,0,0,0,0,"D6286621","typed/bookmarked","Digital Only"
"1894","167517526301374257_7642637078245110312",0,1,0,0,0,0,0,"D6174606","missing","Digital Only"
"1895","167759",1,1,0,0,0,0,0,"D6260288","other web sites","Digital Only"
"1896","1681083087921434975_5997383627771666314",0,1,0,0,0,0,0,"D6001486","search engines","Digital Only"
"1897","1688079853369910426_409901708792254820",0,1,0,0,0,0,0,"D6165701","other web sites","Print Only"
"1898","1700992781396934024_4984154813986481855",0,1,0,0,0,0,0,"D5936421","typed/bookmarked","Digital and Print"
"1899","170369",1,2,0,0,0,0,1,"D6041676","typed/bookmarked","Digital Only"
"1900","1719123073274968029_1674956821650547461",0,1,0,0,0,0,1,"D6275420","search engines","Digital Only"
"1901","1726016302123899534_4384433385283368117",0,1,0,0,0,0,0,"D6258919","missing","Digital Only"
"1902","17274",0,1,0,0,0,0,0,"D5924563","typed/bookmarked","Digital Only"
"1903","1737880227850691593_8849354920085186592",0,1,0,0,0,0,0,"D6234914","social networks","Digital Only"
"1904","1738561572297714525_5004844622136660929",0,5,0,0,0,0,4,"D6313549","typed/bookmarked","Print Only"
"1905","1739137279682947095_3060025576510731876",0,1,0,0,0,0,0,"D6043012","search engines","Digital and Print"
"1906","1754664363202917228_6996195950018712071",0,1,0,0,0,0,0,"D5937768","typed/bookmarked","Print Only"
"1907","176814",3,3,0,2,0,0,0,"D6057659","other web sites","Print Only"
"1908","177400",3,50,0,0,0,0,51,"D6270794","typed/bookmarked","Digital and Print"
"1909","1787126735076340133_2515141062204572285",0,1,0,0,0,0,0,"D5948966","missing","Digital Only"
"1910","180553",0,1,0,0,0,0,0,"D6183219","missing","Health Pulse"
"1911","1822346718693946026_1191889335073748679",0,1,0,0,0,0,0,"D6214787","typed/bookmarked","Digital Only"
"1912","1823515913984494556_213162759380575660",0,1,0,0,0,0,0,"D6056514","search engines","Digital Only"
"1913","182364",1,1,0,0,0,0,0,"D6296327","typed/bookmarked","Digital and Print"
"1914","1827634114633374021_1598596117988123734",0,1,0,0,0,0,1,"D6258561","typed/bookmarked","Digital Only"
"1915","1829747992579926588_8929022765899593857",0,1,0,0,0,0,0,"D6270461","other web sites","Print Only"
"1916","1840290726622715955_1792792726385098010",0,1,0,0,0,0,0,"D6314112","typed/bookmarked","Print Only"
"1917","1841028677593064522_3631191220712646031",0,1,0,0,0,0,0,"D6320516","missing","Health Pulse"
"1918","185361",1,1,0,0,0,0,0,"D6258820","missing","Digital Only"
"1919","1855411070702237197_2179284558314583797",0,1,0,0,0,0,0,"D6002762","missing","Digital Only"
"1920","1882539959441654929_7680800317019448794",0,2,1,0,0,0,0,"D6320615","search engines","Health Pulse"
"1921","1884812186863847233_8190343936691008084",0,1,0,0,0,0,0,"D5939009","typed/bookmarked","Digital Only"
"1922","1904562610784459962_84613897808758863",0,1,0,0,0,0,1,"D6171072","search engines","Digital Only"
"1923","1914334135246407674_7169560613346048086",0,6,0,0,0,0,5,"D6270523","typed/bookmarked","Print Only"
"1924","191670",3,21,3,0,1,0,22,"D6314944","typed/bookmarked","Health Pulse"
"1925","1928643553325024784_6223959691183495244",0,2,1,0,0,0,1,"D6088950","search engines","Digital Only"
"1926","1940569632856421726_4102927775732731536",0,1,0,0,0,0,0,"D6263156","search engines","Digital Only"
"1927","1949494626522117372_8059402287688125571",0,1,0,0,0,0,0,"D5941381","other web sites","Print Only"
"1928","1952292972720806507_3256868207789332703",0,1,0,0,0,0,0,"D6055533","typed/bookmarked","Digital Only"
"1929","1967475318549446829_6231696688807411725",0,1,0,0,0,0,0,"D6335349","typed/bookmarked","Print Only"
"1930","1979601046792863747_5423543871847615569",0,1,0,0,0,0,0,"D6269551","typed/bookmarked","Print Only"
"1931","1980859389417600332_4268207165621786270",0,1,0,0,0,0,0,"D6264370","typed/bookmarked","Digital and Print"
"1932","1982034791119520775_6607877688732308118",0,2,0,0,2,0,1,"D6214750","missing","Digital and Print"
"1933","1991144101490505689_2934282259188747035",0,1,0,0,0,0,0,"D6074039","typed/bookmarked","Print Only"
"1934","1991839984624635111_4750474336655227446",0,1,0,0,0,0,0,"D6183217","typed/bookmarked","Print Only"
"1935","1996538219389821514_6593531845455902958",0,1,0,0,0,0,0,"D6334112","typed/bookmarked","Digital Only"
"1936","1997197698249475034_3646445991748959506",0,1,0,0,0,0,0,"D6003923","typed/bookmarked","Digital Only"
"1937","2003843863428243486_3066560274753558180",0,1,0,0,0,0,0,"D6183304","typed/bookmarked","Print Only"
"1938","2025001856977022338_94810185560240600",0,1,0,0,0,0,0,"D6165611","typed/bookmarked","Digital Only"
"1939","2025343360335236543_7764199633652997053",0,2,0,0,1,0,1,"D6283784","search engines","Health Pulse"
"1940","2026223392721407373_2921021872929330221",0,1,0,0,0,0,1,"D6287760","search engines","Digital and Print"
"1941","203013288368448200_8168956068199482543",0,2,1,0,0,0,0,"D6314503","search engines","Digital Only"
"1942","2031506968166850291_914630125905271248",0,2,0,0,0,0,1,"D6270387","typed/bookmarked","Print Only"
"1943","2034204094082935819_772282010419681693",0,1,0,0,0,0,0,"D5917301","missing","Digital Only"
"1944","20369305622167148_1290919950636210844",0,1,0,0,0,0,0,"D5940328","typed/bookmarked","Digital Only"
"1945","2054361446073340586_2687466997995144134",0,1,0,0,0,0,0,"D5917267","typed/bookmarked","Digital Only"
"1946","205885",1,1,0,0,0,0,0,"D6027856","typed/bookmarked","Health Pulse"
"1947","2059349050025619621_2398681210061124487",0,1,0,0,0,0,0,"D5941082","typed/bookmarked","Digital Only"
"1948","2076421440759001538_6061453831661076516",0,1,0,0,0,0,0,"D6177004","missing","Digital Only"
"1949","2076532695538412347_8154836579899607941",0,1,0,0,1,0,0,"D5925539","missing","Digital Only"
"1950","2086236343869140292_2256472966699454694",0,1,0,0,0,0,0,"D6312924","typed/bookmarked","Print Only"
"1951","2087118477009640718_3681360502596757484",0,1,0,0,0,0,0,"D6020760","other web sites","Digital Only"
"1952","2092473225840771820_7353136011771507374",0,1,0,0,0,0,0,"D6109694","typed/bookmarked","Digital and Print"
"1953","2092987904969005570_1863805562784568190",0,1,0,0,0,0,0,"D6308611","search engines","Digital and Print"
"1954","2112472078409019443_8178850485228034232",0,1,0,0,0,0,0,"D6270955","search engines","Digital Only"
"1955","2120531232724154834_5094757875751369998",0,1,0,0,0,0,0,"D5940288","typed/bookmarked","Digital and Print"
"1956","2123952583065096025_4128316999524544695",0,3,0,0,0,0,4,"D5940444","typed/bookmarked","Health Pulse"
"1957","2137666452951541426_8629265509850002000",0,1,0,0,0,0,0,"D6182840","typed/bookmarked","Print Only"
"1958","2141180715025989524_5453212587950757791",0,1,0,0,0,0,0,"D5938488","typed/bookmarked","Digital and Print"
"1959","2149986816842905058_3041378474446404486",0,1,0,0,0,0,1,"D6165876","typed/bookmarked","Digital Only"
"1960","2154376389178941834_2941587290126017531",0,4,0,0,0,0,3,"D6270517","typed/bookmarked","Print Only"
"1961","217889336430770760_8047692902838045145",0,5,1,0,0,0,3,"D6274868","typed/bookmarked","Digital and Print"
"1962","2179701987933027149_4467515757692708941",0,1,0,0,0,0,0,"D6264359","missing","Digital and Print"
"1963","2182561719517061316_8412117870152752242",0,2,0,1,0,0,0,"D5939205","other web sites","Digital Only"
"1964","21900351541613833_9137891392052790111",0,1,0,0,0,0,0,"D6073893","typed/bookmarked","Print Only"
"1965","2211514934226407458_4087199084149654875",0,1,0,0,0,0,0,"D6224473","search engines","Health Pulse"
"1966","22187",3,3,0,0,0,0,2,"D6183477","typed/bookmarked","Print Only"
"1967","2225608836253373991_50118483533913898",0,1,0,0,0,0,0,"D5919591","typed/bookmarked","Digital Only"
"1968","224143",1,1,0,0,0,0,0,"D6315181","search engines","Digital Only"
"1969","225355",3,1,0,0,0,0,0,"D6271298","typed/bookmarked","Digital Only"
"1970","225511",1,5,0,0,0,0,4,"D5948333","typed/bookmarked","Digital and Print"
"1971","225574",3,66,11,0,9,0,107,"D6287881","typed/bookmarked","Health Pulse"
"1972","22594",3,12,0,0,0,0,15,"D6296409","typed/bookmarked","Digital Only"
"1973","2265212973382182980_8607803106611658396",0,1,0,0,0,0,0,"D5949308","search engines","Digital and Print"
"1974","2268569306593897274_2626317889686680892",0,1,0,0,0,0,1,"D6270712","search engines","Digital and Print"
"1975","2268762933024179230_8340834857368960865",0,1,0,0,0,0,0,"D6270801","typed/bookmarked","Print Only"
"1976","2270299956493061748_3523648639968021",0,1,0,0,0,0,0,"D6065254","missing","Digital Only"
"1977","228011",1,1,0,0,0,0,0,"D6089539","typed/bookmarked","Digital and Print"
"1978","2293397757620335887_4771931120502245987",0,1,0,0,0,0,0,"D6003921","search engines","Digital and Print"
"1979","2296051886036946751_7282373987992474886",0,1,0,0,0,0,0,"D6216870","typed/bookmarked","Print Only"
"1980","229638980544623387_918886364308575556",0,2,0,0,0,0,1,"D5937731","typed/bookmarked","Print Only"
"1981","2316168498875859306_8847119470800291766",0,2,0,0,1,0,0,"D5938114","search engines","Digital Only"
"1982","2321136810123021447_4493390524270065333",0,2,0,0,0,0,1,"D5939175","typed/bookmarked","Print Only"
"1983","2336913970409873898_4690630718466960827",0,1,0,0,0,0,0,"D5940134","typed/bookmarked","Digital Only"
"1984","2338410996458353746_6303932339776916187",0,1,1,0,0,0,0,"D6090096","other web sites","Digital Only"
"1985","2341118623852564883_9159517063917564270",0,2,0,0,0,0,1,"D6296150","typed/bookmarked","Health Pulse"
"1986","23571170559926158_2667929167227497755",0,1,0,0,0,0,0,"D6233710","search engines","Health Pulse"
"1987","2357508708094920054_308561765229298972",0,1,0,0,0,0,0,"D6014701","typed/bookmarked","Digital Only"
"1988","235972832980944896_6807984021967001042",0,1,0,0,0,0,0,"D5940321","other web sites","Digital and Print"
"1989","2365836435564788104_5779558612858825005",0,2,0,0,0,0,1,"D6042992","typed/bookmarked","Digital Only"
"1990","23743",0,1,0,0,0,0,1,"D5937879","missing","Print Only"
"1991","238016",3,1,0,0,1,0,0,"D6161727","search engines","Digital Only"
"1992","23944",3,19,0,0,0,0,22,"D6225548","typed/bookmarked","Digital Only"
"1993","2402569586256091407_6274769747905631825",0,2,0,0,0,0,2,"D6283506","missing","Digital Only"
"1994","240484",1,4,0,0,0,0,3,"D6333584","typed/bookmarked","Digital Only"
"1995","2418356108435583424_5863154731436852500",0,1,0,0,0,0,0,"D6096107","search engines","Health Pulse"
"1996","2419697838951117259_12185625272748072",0,1,0,0,0,0,0,"D5940167","search engines","Digital Only"
"1997","2420728492931489614_7082771112777314417",0,1,0,0,0,0,1,"D6246940","typed/bookmarked","Digital Only"
"1998","2425416100112029921_955670047513087403",0,1,0,0,0,0,0,"D6056414","typed/bookmarked","Print Only"
"1999","2427073559484566583_418474088497075850",0,2,1,0,0,0,0,"D6226962","missing","Digital Only"
"2000","2436552265138793018_350711773034108620",0,1,0,0,0,0,0,"D5917318","typed/bookmarked","Health Pulse"
"2001","244507",3,13,0,0,0,0,15,"D6108449","typed/bookmarked","Digital and Print"
"2002","2449355537955722015_2498615754634356667",0,1,0,0,0,0,1,"D6347242","missing","Health Pulse"
"2003","2455225295270546157_489692066049666701",0,1,0,0,0,0,0,"D6274581","typed/bookmarked","Print Only"
"2004","2457820307333178258_3394108678896620017",0,1,0,0,0,0,0,"D6227966","typed/bookmarked","Print Only"
"2005","24587",0,1,0,0,0,0,0,"D6249639","typed/bookmarked","Digital Only"
"2006","246469",1,2,0,1,1,0,0,"D5949346","typed/bookmarked","Digital Only"
"2007","2472903360453465063_9161383406206456855",0,1,0,0,0,0,0,"D6075735","typed/bookmarked","Print Only"
"2008","2474985970038788610_7134835910588762895",0,1,0,0,0,0,0,"D6003896","typed/bookmarked","Print Only"
"2009","247965",0,1,0,0,0,0,0,"D6308131","social networks","Digital Only"
"2010","2486782378649585015_9152880451047380880",0,1,0,0,0,0,0,"D6164020","typed/bookmarked","Print Only"
"2011","2496335325972306478_913732459795590831",0,8,0,0,0,0,9,"D6270695","typed/bookmarked","Print Only"
"2012","250289539394003527_1652770127936284582",0,1,0,0,0,0,0,"D6246672","typed/bookmarked","Digital Only"
"2013","250293",1,1,0,0,0,0,0,"D6269475","other web sites","Digital Only"
"2014","2535819307296001639_549165074429004684",0,1,0,0,0,0,0,"D6026841","search engines","Digital Only"
"2015","253594",1,2,0,0,0,0,1,"D6287446","typed/bookmarked","Digital Only"
"2016","2535962738101883842_3336675789052986367",0,2,0,0,0,0,1,"D6263056","typed/bookmarked","Digital Only"
"2017","2539189580360451290_4644101215670869249",3,3,0,0,0,0,2,"D6309028","typed/bookmarked","Digital and Print"
"2018","2546771463066529613_6399931738858809001",0,1,0,0,0,0,0,"D6001599","search engines","Digital and Print"
"2019","2556641585254176953_3423416597559012161",0,2,0,0,0,0,1,"D6308392","typed/bookmarked","Digital Only"
"2020","256605",1,1,0,0,0,0,0,"D6003938","search engines","Digital Only"
"2021","25748521680598670_2704881872014301084",0,1,0,0,0,0,0,"D6103130","missing","Digital Only"
"2022","257578",1,4,0,0,0,0,4,"D6334656","typed/bookmarked","Digital Only"
"2023","257633",3,2,0,0,0,0,1,"D5936858","typed/bookmarked","Digital Only"
"2024","2583123039116679724_8375630471522793114",0,1,0,0,0,0,0,"D6294601","typed/bookmarked","Digital Only"
"2025","2583258812319968880_8364006047776898112",0,1,0,0,0,0,0,"D6295777","typed/bookmarked","Print Only"
"2026","2597098467091909803_4591596206630324310",0,1,0,0,0,0,0,"D6161756","typed/bookmarked","Print Only"
"2027","259909",3,6,0,0,0,0,5,"D6055700","typed/bookmarked","Digital Only"
"2028","2599961337041135687_4231433539325649016",0,3,0,0,0,0,2,"D6075453","typed/bookmarked","Digital Only"
"2029","260295",0,1,0,0,0,0,0,"D5987658","typed/bookmarked","Digital Only"
"2030","2603210262227662478_7846249901469523418",0,1,0,0,0,0,0,"D6269985","typed/bookmarked","Digital and Print"
"2031","2605156798917885944_2369943500779873014",0,3,0,0,2,0,0,"D6274952","search engines","Digital Only"
"2032","2616913731322167106_9142612802841605189",0,13,2,0,6,0,8,"D6284441","missing","Digital Only"
"2033","2652263070014838037_8950596453128131554",0,1,0,0,0,0,0,"D5937990","typed/bookmarked","Print Only"
"2034","2652580784271047618_3819572319896963136",0,1,0,0,0,0,0,"D6258491","typed/bookmarked","Digital Only"
"2035","265631",3,3,0,0,1,0,2,"D6270901","typed/bookmarked","Print Only"
"2036","2673420970304805644_5101031481277761692",0,3,0,0,2,0,0,"D6273849","search engines","Digital Only"
"2037","2690511920189426248_8651656896566195503",0,1,0,0,0,0,0,"D6274941","typed/bookmarked","Print Only"
"2038","270559",1,6,1,0,1,0,7,"D6286417","typed/bookmarked","Digital Only"
"2039","2708368316059005204_8420212355919603576",0,1,0,0,2,0,0,"D6075430","missing","Digital Only"
"2040","2716114808680291911_7324501592782312717",0,1,0,0,0,0,0,"D5924405","search engines","Digital and Print"
"2041","2716782822057230827_6505938537534157368",0,1,0,0,0,0,0,"D5940488","search engines","Digital Only"
"2042","2720037663313326842_3757164779375688806",0,1,0,0,0,0,0,"D6270843","typed/bookmarked","Print Only"
"2043","2722660443168904319_3342920510478658687",0,1,0,0,1,0,0,"D6026732","missing","Digital Only"
"2044","27228",1,1,0,0,0,0,0,"D6042340","search engines","Digital Only"
"2045","2750775151208976109_4018612159195315662",0,2,0,0,0,0,1,"D6270536","typed/bookmarked","Print Only"
"2046","2756823899619864575_5814571524492366570",0,1,0,0,0,0,0,"D6225735","typed/bookmarked","Digital Only"
"2047","2758680687053060143_6852285825207127255",0,2,0,0,0,0,1,"D5948507","typed/bookmarked","Digital and Print"
"2048","276139",1,4,0,0,0,0,3,"D6340716","typed/bookmarked","Digital and Print"
"2049","276354941845223837_8658829617378414137",0,1,0,0,0,0,0,"D6308431","typed/bookmarked","Digital Only"
"2050","276683",3,4,0,0,0,0,3,"D6258967","typed/bookmarked","Digital Only"
"2051","2768827929151915444_5081391449001870269",0,1,0,0,0,0,0,"D5936439","typed/bookmarked","Digital and Print"
"2052","2769439495310822865_5184075194920515982",0,1,0,0,0,0,0,"D6073820","typed/bookmarked","Digital and Print"
"2053","2791952212424513458_6904241605988278371",0,2,0,0,0,1,0,"D6214899","typed/bookmarked","Digital Only"
"2054","2808474959324229059_2514763111983930123",0,3,0,0,0,0,2,"D6225176","typed/bookmarked","Health Pulse"
"2055","2811608502231669123_9169338277604346513",0,1,0,0,0,0,1,"D6040600","search engines","Digital Only"
"2056","2817878939142141507_8033187764409110032",0,1,0,0,0,0,1,"D6046514","search engines","Digital and Print"
"2057","2832461360447060795_8165017681092193096",0,1,0,0,0,0,0,"D6039698","search engines","Digital Only"
"2058","283502",1,1,0,0,0,0,0,"D6274527","typed/bookmarked","Digital Only"
"2059","2835440399146883525_5538511618243478272",0,1,0,0,0,0,0,"D6273717","search engines","Digital Only"
"2060","2840314776651636363_2183108921749224944",0,1,0,0,0,0,0,"D6308555","missing","Digital and Print"
"2061","2843252003910249725_2698682474173254143",0,1,0,0,0,0,0,"D6076191","typed/bookmarked","Digital Only"
"2062","2846775935886356732_4779611986151471476",0,1,0,0,0,0,0,"D6103926","typed/bookmarked","Digital Only"
"2063","284747",1,2,0,0,0,0,1,"D6334332","typed/bookmarked","Digital and Print"
"2064","2848679709777863271_6067052842924963882",0,2,1,0,0,0,0,"D6309117","missing","Digital and Print"
"2065","2850121983420311256_6169789667839042411",0,3,0,0,0,0,2,"D5937956","typed/bookmarked","Print Only"
"2066","2853828426513997876_2659130306324625486",0,1,0,0,0,0,0,"D6306065","typed/bookmarked","Health Pulse"
"2067","2856887546493697605_7704560271209442070",0,1,0,0,0,0,0,"D6313876","typed/bookmarked","Print Only"
"2068","287052",3,3,0,0,3,0,0,"D6324804","search engines","Digital Only"
"2069","2872083974469907692_3023490947643855423",0,1,0,0,0,0,0,"D6073898","typed/bookmarked","Print Only"
"2070","2872756488452331092_9080192603205109033",0,1,0,0,0,0,1,"D6095798","search engines","Digital and Print"
"2071","288787",3,6,1,1,3,0,5,"D6090393","search engines","Digital Only"
"2072","2887871290994687268_362922021433969816",0,1,0,0,0,0,0,"D6283982","typed/bookmarked","Digital Only"
"2073","2890343334441989846_5267198519610786766",0,1,0,0,0,0,0,"D6073330","search engines","Digital Only"
"2074","289438",3,1,0,0,0,0,2,"D6321968","search engines","Health Pulse"
"2075","289619",1,1,0,0,0,0,0,"D6346148","typed/bookmarked","Digital Only"
"2076","290234",3,5,0,0,0,0,5,"D6225787","search engines","Digital Only"
"2077","2905001689709930751_8284269301742465514",0,1,0,0,0,0,0,"D6313806","typed/bookmarked","Print Only"
"2078","2913202580250421267_179610515071606109",0,1,0,0,0,0,0,"D6295983","typed/bookmarked","Digital Only"
"2079","2919289176334914744_2410582542728762645",0,8,0,0,0,0,9,"D6328907","typed/bookmarked","Digital Only"
"2080","2926587649385089516_9024908954762756221",0,10,0,0,0,0,9,"D6315065","typed/bookmarked","Digital Only"
"2081","2943831490442812837_3093204307238037330",0,1,0,0,0,0,0,"D6263010","typed/bookmarked","Digital Only"
"2082","2948233723201700177_489113477320031137",0,2,0,0,1,0,0,"D6282147","search engines","Digital Only"
"2083","2949192254007873090_9041785468179545678",0,3,0,0,0,0,2,"D6270850","typed/bookmarked","Print Only"
"2084","29555",3,2,1,0,1,0,0,"D6055696","typed/bookmarked","Digital and Print"
"2085","29607",0,1,0,0,0,0,0,"D6270623","typed/bookmarked","Print Only"
"2086","2963213722359822543_5748625652800654088",0,1,0,0,0,0,1,"D6026479","typed/bookmarked","Digital Only"
"2087","2968700367927974135_5877235448900751570",0,1,0,0,0,0,0,"D6056497","typed/bookmarked","Print Only"
"2088","2985966444570775865_5986118268051941544",0,1,0,0,0,0,0,"D6066069","missing","Digital Only"
"2089","2998551663920058352_7823303192552497492",0,1,0,0,0,0,0,"D6314317","typed/bookmarked","Print Only"
"2090","300735",0,2,0,0,0,0,1,"D6309206","typed/bookmarked","Digital Only"
"2091","3010355868070428793_5081155117170510921",0,1,0,0,0,0,0,"D6235018","search engines","Digital and Print"
"2092","3044322402768791986_8920798085490976662",0,2,0,0,0,1,0,"D6074769","social networks","Health Pulse"
"2093","3045562106851535226_8835593841987925072",0,2,0,0,0,0,3,"D6003246","missing","Digital Only"
"2094","3051066874273370874_5623143219472251746",0,1,0,0,0,0,0,"D6270109","search engines","Digital and Print"
"2095","3061026161455896345_8980347401210666739",0,1,0,0,0,0,0,"D5937953","typed/bookmarked","Print Only"
"2096","3071618102741203818_8192684391105058014",0,1,0,0,0,0,0,"D5938264","search engines","Digital Only"
"2097","307823",3,2,0,0,0,0,1,"D6026614","typed/bookmarked","Digital Only"
"2098","307897623897577259_8860995392357217043",0,1,0,0,0,0,0,"D6334742","typed/bookmarked","Health Pulse"
"2099","3084170484015948730_4143456181932928780",0,1,0,0,0,0,0,"D6315621","typed/bookmarked","Health Pulse"
"2100","308547",1,8,0,0,0,0,10,"D6284437","typed/bookmarked","Digital Only"
"2101","3092420970041129765_2457491205056561698",0,2,0,0,0,0,5,"D6103138","typed/bookmarked","Digital Only"
"2102","3101862923528710917_6820681327004542439",0,1,0,0,0,0,0,"D6309493","typed/bookmarked","Digital Only"
"2103","3104001416952167749_4863494916384509953",0,3,0,0,2,0,2,"D6209197","search engines","Digital and Print"
"2104","311398",1,1,0,0,0,0,0,"D6031361","typed/bookmarked","Digital Only"
"2105","3118906660396309562_3505642055112583600",0,2,0,0,0,0,1,"D6174551","missing","Print Only"
"2106","3125020399238853017_6354246873787944762",0,1,0,0,0,0,0,"D6108765","typed/bookmarked","Digital Only"
"2107","3130158339875544571_6450822806689423626",0,1,0,0,0,0,0,"D6282187","typed/bookmarked","Print Only"
"2108","313134",1,1,0,0,0,0,0,"D6223983","typed/bookmarked","Digital Only"
